Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
2579,81.02,0.00,82.36,0.05,84.67,0.03,84.14,0.03
2580,81.17,0.00,82.52,0.06,84.83,0.03,84.29,0.05
2581,81.32,0.00,82.67,0.08,84.99,0.02,84.45,0.07
2582,81.47,0.00,82.82,0.09,85.15,0.07,84.61,0.06
2583,81.62,0.00,82.97,0.09,85.31,0.03,84.77,0.06
2584,81.77,0.00,83.13,0.06,85.47,0.04,84.93,0.07
2585,81.92,0.02,83.28,0.05,85.63,0.04,85.09,0.06
2586,82.07,0.04,83.43,0.05,85.79,0.04,85.25,0.05
2587,82.22,0.05,83.59,0.06,85.95,0.05,85.41,0.06
2588,82.37,0.03,83.74,0.02,86.11,0.05,85.57,0.05
2589,82.52,0.04,83.89,0.05,86.27,0.05,85.73,0.04
2590,82.67,0.00,84.05,0.03,86.43,0.05,85.89,0.09
2591,82.82,0.03,84.20,0.06,86.59,0.05,86.05,0.10
2592,82.97,0.04,84.36,0.05,86.76,0.05,86.21,0.11
2593,83.13,0.03,84.51,0.04,86.92,0.04,86.37,0.11
2594,83.28,0.03,84.67,0.04,87.08,0.00,86.53,0.12
2595,83.43,0.04,84.82,0.04,87.24,0.00,86.69,0.12
2596,83.58,0.04,84.98,0.04,87.41,0.02,86.85,0.10
2597,83.73,0.03,85.13,0.05,87.57,0.07,87.02,0.11
2598,83.89,0.00,85.29,0.08,87.73,0.04,87.18,0.12
2599,84.04,0.00,85.44,0.08,87.90,0.04,87.34,0.11
2600,84.19,0.00,85.60,0.04,88.06,0.01,87.50,0.09
2601,84.35,0.00,85.75,0.07,88.22,0.02,87.66,0.09
2602,84.50,0.00,85.91,0.08,88.39,0.01,87.83,0.07
2603,84.65,0.00,86.07,0.07,88.55,0.00,87.99,0.03
2604,84.81,0.00,86.22,0.06,88.72,0.00,88.15,0.04
2605,84.96,0.00,86.38,0.08,88.88,0.00,88.32,0.04
2606,85.11,0.00,86.54,0.06,89.05,0.01,88.48,0.05
2607,85.27,0.02,86.70,0.06,89.21,0.01,88.64,0.05
2608,85.42,0.03,86.85,0.07,89.38,0.03,88.81,0.07
2609,85.58,0.09,87.01,0.04,89.54,0.04,88.97,0.06
2610,85.73,0.06,87.17,0.07,89.71,0.03,89.14,0.01
2611,85.89,0.05,87.33,0.07,89.87,0.01,89.30,0.00
2612,86.04,0.07,87.49,0.03,90.04,0.07,89.47,0.00
2613,86.20,0.05,87.64,0.05,90.21,0.12,89.63,0.02
2614,86.35,0.01,87.80,0.09,90.37,0.14,89.80,0.03
2615,86.51,0.00,87.96,0.09,90.54,0.12,89.96,0.05
2616,86.67,0.01,88.12,0.07,90.71,0.15,90.13,0.07
2617,86.82,0.03,88.28,0.08,90.87,0.13,90.29,0.07
2618,86.98,0.01,88.44,0.07,91.04,0.17,90.46,0.09
2619,87.13,0.02,88.60,0.09,91.21,0.17,90.63,0.09
2620,87.29,0.04,88.76,0.07,91.38,0.14,90.79,0.11
2621,87.45,0.04,88.92,0.09,91.55,0.18,90.96,0.12
2622,87.61,0.02,89.08,0.07,91.71,0.17,91.13,0.13
2623,87.76,0.03,89.24,0.08,91.88,0.21,91.30,0.13
2624,87.92,0.03,89.40,0.04,92.05,0.25,91.46,0.14
2625,88.08,0.00,89.56,0.07,92.22,0.23,91.63,0.15
2626,88.24,0.02,89.72,0.05,92.39,0.28,91.80,0.19
2627,88.39,0.05,89.89,0.05,92.56,0.30,91.97,0.17
2628,88.55,0.06,90.05,0.05,92.73,0.37,92.13,0.17
2629,88.71,0.06,90.21,0.06,92.90,0.36,92.30,0.17
2630,88.87,0.05,90.37,0.09,93.07,0.35,92.47,0.22
2631,89.03,0.03,90.53,0.11,93.24,0.39,92.64,0.21
2632,89.19,0.03,90.70,0.11,93.41,0.36,92.81,0.22
2633,89.35,0.05,90.86,0.11,93.58,0.34,92.98,0.27
2634,89.51,0.05,91.02,0.10,93.75,0.32,93.15,0.31
2635,89.67,0.05,91.18,0.11,93.92,0.29,93.32,0.33
2636,89.83,0.04,91.35,0.12,94.09,0.29,93.49,0.35
2637,89.99,0.05,91.51,0.12,94.26,0.28,93.66,0.38
2638,90.15,0.05,91.67,0.12,94.44,0.25,93.83,0.40
2639,90.31,0.07,91.84,0.12,94.61,0.32,94.00,0.41
2640,90.47,0.08,92.00,0.09,94.78,0.27,94.17,0.40
2641,90.63,0.08,92.17,0.10,94.95,0.21,94.34,0.41
2642,90.79,0.09,92.33,0.09,95.12,0.24,94.51,0.44
2643,90.95,0.09,92.49,0.06,95.30,0.21,94.68,0.47
2644,91.11,0.10,92.66,0.06,95.47,0.15,94.85,0.49
2645,91.28,0.11,92.82,0.06,95.64,0.15,95.03,0.55
2646,91.44,0.13,92.99,0.07,95.82,0.21,95.20,0.59
2647,91.60,0.17,93.15,0.09,95.99,0.19,95.37,0.61
2648,91.76,0.17,93.32,0.10,96.16,0.16,95.54,0.62
2649,91.92,0.13,93.49,0.10,96.34,0.10,95.72,0.62
2650,92.09,0.10,93.65,0.09,96.51,0.05,95.89,0.63
2651,92.25,0.11,93.82,0.11,96.69,0.06,96.06,0.64
2652,92.41,0.15,93.98,0.11,96.86,0.10,96.24,0.58
2653,92.58,0.13,94.15,0.11,97.04,0.07,96.41,0.60
2654,92.74,0.12,94.32,0.09,97.21,0.06,96.58,0.60
2655,92.90,0.11,94.49,0.10,97.39,0.07,96.76,0.57
2656,93.07,0.14,94.65,0.10,97.56,0.10,96.93,0.48
2657,93.23,0.09,94.82,0.10,97.74,0.14,97.10,0.49
2658,93.40,0.09,94.99,0.12,97.91,0.12,97.28,0.43
2659,93.56,0.08,95.16,0.16,98.09,0.13,97.45,0.44
2660,93.73,0.08,95.32,0.13,98.27,0.19,97.63,0.35
2661,93.89,0.08,95.49,0.12,98.44,0.19,97.80,0.30
2662,94.06,0.08,95.66,0.09,98.62,0.18,97.98,0.32
2663,94.22,0.08,95.83,0.10,98.80,0.15,98.16,0.27
2664,94.39,0.09,96.00,0.09,98.97,0.19,98.33,0.30
2665,94.55,0.09,96.17,0.10,99.15,0.18,98.51,0.31
2666,94.72,0.09,96.33,0.07,99.33,0.16,98.68,0.24
2667,94.88,0.10,96.50,0.07,99.51,0.11,98.86,0.24
2668,95.05,0.12,96.67,0.10,99.68,0.10,99.04,0.29
2669,95.22,0.15,96.84,0.11,99.86,0.12,99.21,0.31
2670,95.38,0.10,97.01,0.10,100.04,0.05,99.39,0.27
2671,95.55,0.09,97.18,0.12,100.22,0.06,99.57,0.23
2672,95.72,0.13,97.35,0.16,100.40,0.05,99.74,0.25
2673,95.88,0.19,97.52,0.12,100.58,0.04,99.92,0.20
2674,96.05,0.14,97.70,0.13,100.76,0.03,100.10,0.17
2675,96.22,0.14,97.87,0.13,100.94,0.01,100.28,0.15
2676,96.39,0.17,98.04,0.13,101.11,0.03,100.46,0.15
2677,96.55,0.13,98.21,0.12,101.29,0.04,100.64,0.16
2678,96.72,0.09,98.38,0.11,101.47,0.06,100.81,0.19
2679,96.89,0.10,98.55,0.09,101.65,0.11,100.99,0.23
2680,97.06,0.14,98.72,0.10,101.84,0.08,101.17,0.22
2681,97.23,0.11,98.90,0.08,102.02,0.11,101.35,0.19
2682,97.40,0.09,99.07,0.07,102.20,0.18,101.53,0.21
2683,97.57,0.08,99.24,0.08,102.38,0.20,101.71,0.17
2684,97.74,0.08,99.41,0.07,102.56,0.20,101.89,0.16
2685,97.91,0.06,99.59,0.05,102.74,0.20,102.07,0.15
2686,98.08,0.04,99.76,0.08,102.92,0.15,102.25,0.14
2687,98.25,0.00,99.93,0.09,103.10,0.18,102.43,0.14
2688,98.42,0.01,100.11,0.07,103.29,0.15,102.61,0.13
2689,98.59,0.03,100.28,0.08,103.47,0.18,102.79,0.15
2690,98.76,0.08,100.45,0.19,103.65,0.19,102.97,0.21
2691,98.93,0.12,100.63,0.21,103.83,0.16,103.16,0.19
2692,99.10,0.08,100.80,0.16,104.02,0.20,103.34,0.18
2693,99.27,0.06,100.98,0.14,104.20,0.16,103.52,0.21
2694,99.44,0.00,101.15,0.10,104.38,0.19,103.70,0.16
2695,99.61,0.00,101.33,0.09,104.57,0.18,103.88,0.16
2696,99.78,0.04,101.50,0.11,104.75,0.14,104.07,0.17
2697,99.96,0.06,101.68,0.11,104.94,0.16,104.25,0.19
2698,100.13,0.07,101.85,0.17,105.12,0.16,104.43,0.13
2699,100.30,0.07,102.03,0.15,105.30,0.13,104.61,0.10
2700,100.47,0.06,102.20,0.11,105.49,0.14,104.80,0.15
2701,100.65,0.08,102.38,0.13,105.67,0.10,104.98,0.19
2702,100.82,0.10,102.56,0.15,105.86,0.14,105.16,0.19
2703,100.99,0.13,102.73,0.18,106.04,0.12,105.35,0.13
2704,101.16,0.09,102.91,0.11,106.23,0.16,105.53,0.15
2705,101.34,0.07,103.09,0.11,106.41,0.14,105.72,0.16
2706,101.51,0.11,103.26,0.10,106.60,0.20,105.90,0.21
2707,101.69,0.06,103.44,0.08,106.79,0.21,106.09,0.18
2708,101.86,0.05,103.62,0.06,106.97,0.21,106.27,0.16
2709,102.03,0.03,103.80,0.10,107.16,0.20,106.46,0.16
2710,102.21,0.07,103.97,0.17,107.35,0.15,106.64,0.23
2711,102.38,0.07,104.15,0.14,107.53,0.16,106.83,0.24
2712,102.56,0.07,104.33,0.11,107.72,0.16,107.01,0.20
2713,102.73,0.06,104.51,0.07,107.91,0.12,107.20,0.20
2714,102.91,0.06,104.69,0.05,108.09,0.10,107.38,0.14
2715,103.08,0.05,104.87,0.04,108.28,0.10,107.57,0.14
2716,103.26,0.03,105.05,0.03,108.47,0.15,107.76,0.13
2717,103.43,0.03,105.22,0.08,108.66,0.16,107.94,0.14
2718,103.61,0.02,105.40,0.10,108.85,0.09,108.13,0.15
2719,103.79,0.06,105.58,0.12,109.04,0.08,108.32,0.18
2720,103.96,0.11,105.76,0.12,109.22,0.09,108.51,0.11
2721,104.14,0.09,105.94,0.12,109.41,0.12,108.69,0.10
2722,104.32,0.07,106.12,0.11,109.60,0.18,108.88,0.12
2723,104.49,0.05,106.30,0.10,109.79,0.19,109.07,0.12
2724,104.67,0.08,106.48,0.12,109.98,0.18,109.26,0.11
2725,104.85,0.08,106.67,0.12,110.17,0.14,109.44,0.11
2726,105.02,0.09,106.85,0.11,110.36,0.16,109.63,0.10
2727,105.20,0.09,107.03,0.09,110.55,0.12,109.82,0.09
2728,105.38,0.08,107.21,0.11,110.74,0.14,110.01,0.10
2729,105.56,0.08,107.39,0.11,110.93,0.12,110.20,0.09
2730,105.74,0.06,107.57,0.08,111.12,0.15,110.39,0.11
2731,105.92,0.04,107.75,0.09,111.31,0.14,110.58,0.11
2732,106.09,0.06,107.94,0.08,111.51,0.09,110.77,0.09
2733,106.27,0.05,108.12,0.08,111.70,0.07,110.96,0.11
2734,106.45,0.08,108.30,0.07,111.89,0.06,111.15,0.12
2735,106.63,0.09,108.48,0.04,112.08,0.05,111.34,0.12
2736,106.81,0.12,108.67,0.06,112.27,0.04,111.53,0.12
2737,106.99,0.08,108.85,0.04,112.46,0.04,111.72,0.11
2738,107.17,0.04,109.03,0.02,112.66,0.04,111.91,0.09
2739,107.35,0.03,109.22,0.05,112.85,0.04,112.10,0.05
2740,107.53,0.05,109.40,0.03,113.04,0.04,112.29,0.09
2741,107.71,0.05,109.58,0.03,113.23,0.05,112.49,0.10
2742,107.89,0.03,109.77,0.02,113.43,0.09,112.68,0.09
2743,108.07,0.00,109.95,0.01,113.62,0.05,112.87,0.11
2744,108.25,0.02,110.14,0.00,113.81,0.02,113.06,0.12
2745,108.43,0.03,110.32,0.00,114.01,0.02,113.25,0.13
2746,108.62,0.02,110.51,0.03,114.20,0.02,113.45,0.14
2747,108.80,0.04,110.69,0.02,114.40,0.00,113.64,0.15
2748,108.98,0.02,110.88,0.00,114.59,0.02,113.83,0.15
2749,109.16,0.03,111.06,0.00,114.79,0.04,114.03,0.15
2750,109.34,0.01,111.25,0.04,114.98,0.07,114.22,0.19
2751,109.52,0.00,111.43,0.03,115.18,0.11,114.41,0.15
2752,109.71,0.01,111.62,0.02,115.37,0.09,114.61,0.11
2753,109.89,0.02,111.81,0.07,115.57,0.12,114.80,0.11
2754,110.07,0.00,111.99,0.09,115.76,0.11,114.99,0.10
2755,110.26,0.01,112.18,0.10,115.96,0.14,115.19,0.07
2756,110.44,0.00,112.37,0.08,116.15,0.06,115.38,0.07
2757,110.62,0.02,112.55,0.08,116.35,0.06,115.58,0.09
2758,110.81,0.03,112.74,0.05,116.55,0.05,115.77,0.10
2759,110.99,0.02,112.93,0.04,116.74,0.04,115.97,0.09
2760,111.17,0.02,113.11,0.02,116.94,0.03,116.16,0.12
2761,111.36,0.04,113.30,0.03,117.14,0.02,116.36,0.14
2762,111.54,0.04,113.49,0.07,117.33,0.00,116.56,0.17
2763,111.73,0.02,113.68,0.06,117.53,0.00,116.75,0.20
2764,111.91,0.02,113.87,0.01,117.73,0.00,116.95,0.17
2765,112.10,0.03,114.05,0.00,117.93,0.00,117.14,0.16
2766,112.28,0.01,114.24,0.04,118.13,0.00,117.34,0.15
2767,112.47,0.01,114.43,0.03,118.32,0.00,117.54,0.13
2768,112.65,0.01,114.62,0.01,118.52,0.00,117.73,0.12
2769,112.84,0.02,114.81,0.05,118.72,0.00,117.93,0.11
2770,113.02,0.00,115.00,0.04,118.92,0.00,118.13,0.08
2771,113.21,0.00,115.19,0.05,119.12,0.01,118.33,0.09
2772,113.40,0.00,115.38,0.05,119.32,0.03,118.52,0.08
2773,113.58,0.00,115.57,0.05,119.52,0.06,118.72,0.05
2774,113.77,0.00,115.76,0.01,119.72,0.01,118.92,0.07
2775,113.96,0.00,115.95,0.02,119.92,0.02,119.12,0.09
2776,114.14,0.00,116.14,0.03,120.12,0.03,119.32,0.10
2777,114.33,0.00,116.33,0.03,120.32,0.03,119.52,0.11
2778,114.52,0.00,116.52,0.04,120.52,0.03,119.71,0.11
2779,114.71,0.03,116.71,0.05,120.72,0.03,119.91,0.10
2780,114.89,0.02,116.90,0.03,120.92,0.03,120.11,0.15
2781,115.08,0.00,117.10,0.02,121.12,0.03,120.31,0.10
2782,115.27,0.00,117.29,0.00,121.32,0.03,120.51,0.07
2783,115.46,0.00,117.48,0.00,121.52,0.03,120.71,0.10
2784,115.65,0.00,117.67,0.00,121.72,0.03,120.91,0.12
2785,115.83,0.00,117.86,0.00,121.92,0.03,121.11,0.14
2786,116.02,0.00,118.06,0.01,122.13,0.03,121.31,0.16
2787,116.21,0.00,118.25,0.02,122.33,0.03,121.51,0.19
2788,116.40,0.00,118.44,0.00,122.53,0.03,121.71,0.14
2789,116.59,0.00,118.63,0.03,122.73,0.03,121.92,0.15
2790,116.78,0.00,118.83,0.07,122.94,0.03,122.12,0.17
2791,116.97,0.00,119.02,0.08,123.14,0.04,122.32,0.19
2792,117.16,0.00,119.21,0.06,123.34,0.04,122.52,0.14
2793,117.35,0.00,119.41,0.03,123.55,0.06,122.72,0.11
2794,117.54,0.01,119.60,0.00,123.75,0.09,122.92,0.06
2795,117.73,0.00,119.80,0.00,123.95,0.13,123.13,0.04
2796,117.92,0.00,119.99,0.00,124.16,0.13,123.33,0.02
2797,118.11,0.00,120.19,0.00,124.36,0.10,123.53,0.04
2798,118.30,0.00,120.38,0.02,124.57,0.08,123.73,0.08
2799,118.50,0.00,120.58,0.03,124.77,0.13,123.94,0.07
2800,118.69,0.00,120.77,0.03,124.97,0.15,124.14,0.08
2801,118.88,0.00,120.97,0.03,125.18,0.14,124.34,0.07
2802,119.07,0.00,121.16,0.03,125.38,0.19,124.55,0.09
2803,119.26,0.00,121.36,0.04,125.59,0.19,124.75,0.09
2804,119.45,0.00,121.55,0.04,125.79,0.18,124.95,0.07
2805,119.65,0.00,121.75,0.05,126.00,0.14,125.16,0.08
2806,119.84,0.00,121.94,0.06,126.21,0.16,125.36,0.11
2807,120.03,0.00,122.14,0.08,126.41,0.12,125.57,0.12
2808,120.22,0.00,122.34,0.09,126.62,0.14,125.77,0.13
2809,120.42,0.00,122.53,0.08,126.82,0.11,125.98,0.13
2810,120.61,0.01,122.73,0.09,127.03,0.15,126.18,0.13
2811,120.80,0.02,122.93,0.11,127.24,0.14,126.39,0.13
2812,121.00,0.04,123.13,0.13,127.45,0.09,126.59,0.16
2813,121.19,0.04,123.32,0.15,127.65,0.07,126.80,0.20
2814,121.39,0.04,123.52,0.07,127.86,0.06,127.00,0.21
2815,121.58,0.03,123.72,0.09,128.07,0.05,127.21,0.18
2816,121.77,0.00,123.92,0.08,128.27,0.05,127.42,0.16
2817,121.97,0.00,124.11,0.04,128.48,0.04,127.62,0.14
2818,122.16,0.00,124.31,0.02,128.69,0.04,127.83,0.13
2819,122.36,0.00,124.51,0.02,128.90,0.05,128.04,0.12
2820,122.55,0.00,124.71,0.04,129.11,0.05,128.24,0.10
2821,122.75,0.00,124.91,0.02,129.32,0.07,128.45,0.13
2822,122.94,0.00,125.11,0.06,129.53,0.09,128.66,0.16
2823,123.14,0.00,125.31,0.04,129.73,0.13,128.87,0.19
2824,123.34,0.00,125.51,0.04,129.94,0.15,129.07,0.16
2825,123.53,0.00,125.71,0.05,130.15,0.16,129.28,0.16
2826,123.73,0.01,125.91,0.04,130.36,0.12,129.49,0.16
2827,123.92,0.03,126.11,0.00,130.57,0.15,129.70,0.17
2828,124.12,0.01,126.31,0.00,130.78,0.12,129.91,0.20
2829,124.32,0.02,126.51,0.00,130.99,0.15,130.11,0.16
2830,124.51,0.04,126.71,0.00,131.20,0.14,130.32,0.14
2831,124.71,0.04,126.91,0.00,131.41,0.09,130.53,0.13
2832,124.91,0.02,127.11,0.02,131.62,0.04,130.74,0.10
2833,125.11,0.02,127.31,0.00,131.83,0.03,130.95,0.11
2834,125.30,0.05,127.51,0.00,132.05,0.06,131.16,0.10
2835,125.50,0.05,127.71,0.00,132.26,0.09,131.37,0.08
2836,125.70,0.03,127.91,0.01,132.47,0.04,131.58,0.09
2837,125.90,0.05,128.12,0.02,132.68,0.03,131.79,0.09
2838,126.10,0.03,128.32,0.04,132.89,0.07,132.00,0.07
2839,126.29,0.05,128.52,0.03,133.10,0.10,132.21,0.09
2840,126.49,0.03,128.72,0.01,133.32,0.08,132.42,0.08
2841,126.69,0.05,128.93,0.01,133.53,0.11,132.63,0.10
2842,126.89,0.06,129.13,0.01,133.74,0.09,132.84,0.15
2843,127.09,0.06,129.33,0.00,133.95,0.11,133.06,0.19
2844,127.29,0.05,129.53,0.00,134.17,0.05,133.27,0.16
2845,127.49,0.01,129.74,0.05,134.38,0.05,133.48,0.16
2846,127.69,0.05,129.94,0.07,134.59,0.05,133.69,0.17
2847,127.89,0.04,130.14,0.07,134.81,0.05,133.90,0.19
2848,128.09,0.02,130.35,0.03,135.02,0.04,134.11,0.13
2849,128.29,0.00,130.55,0.05,135.23,0.04,134.33,0.14
2850,128.49,0.00,130.76,0.08,135.45,0.04,134.54,0.16
2851,128.69,0.00,130.96,0.07,135.66,0.04,134.75,0.18
2852,128.89,0.00,131.16,0.08,135.88,0.03,134.97,0.13
2853,129.09,0.00,131.37,0.07,136.09,0.02,135.18,0.10
2854,129.29,0.00,131.57,0.08,136.31,0.08,135.39,0.14
2855,129.50,0.00,131.78,0.06,136.52,0.05,135.61,0.17
2856,129.70,0.01,131.98,0.07,136.74,0.04,135.82,0.12
2857,129.90,0.01,132.19,0.03,136.95,0.03,136.03,0.08
2858,130.10,0.00,132.40,0.03,137.17,0.02,136.25,0.12
2859,130.30,0.00,132.60,0.01,137.38,0.03,136.46,0.12
2860,130.50,0.00,132.81,0.04,137.60,0.07,136.68,0.12
2861,130.71,0.00,133.01,0.06,137.81,0.03,136.89,0.12
2862,130.91,0.00,133.22,0.06,138.03,0.03,137.10,0.12
2863,131.11,0.00,133.43,0.05,138.25,0.03,137.32,0.12
2864,131.31,0.00,133.63,0.04,138.46,0.03,137.53,0.12
2865,131.52,0.00,133.84,0.03,138.68,0.01,137.75,0.10
2866,131.72,0.00,134.05,0.00,138.90,0.03,137.96,0.11
2867,131.92,0.00,134.25,0.01,139.11,0.04,138.18,0.10
2868,132.13,0.00,134.46,0.02,139.33,0.04,138.40,0.12
2869,132.33,0.00,134.67,0.02,139.55,0.04,138.61,0.13
2870,132.54,0.04,134.88,0.03,139.77,0.08,138.83,0.18
2871,132.74,0.04,135.08,0.03,139.98,0.05,139.04,0.15
2872,132.94,0.04,135.29,0.02,140.20,0.01,139.26,0.12
2873,133.15,0.02,135.50,0.01,140.42,0.00,139.48,0.13
2874,133.35,0.03,135.71,0.04,140.64,0.02,139.69,0.13
2875,133.56,0.01,135.92,0.05,140.86,0.02,139.91,0.13
2876,133.76,0.00,136.12,0.03,141.08,0.01,140.13,0.13
2877,133.97,0.01,136.33,0.03,141.30,0.01,140.35,0.13
2878,134.17,0.02,136.54,0.08,141.51,0.05,140.56,0.13
2879,134.38,0.04,136.75,0.08,141.73,0.08,140.78,0.17
2880,134.58,0.02,136.96,0.05,141.95,0.04,141.00,0.14
2881,134.79,0.03,137.17,0.04,142.17,0.02,141.22,0.14
2882,135.00,0.01,137.38,0.03,142.39,0.03,141.44,0.13
2883,135.20,0.01,137.59,0.02,142.61,0.03,141.65,0.12
2884,135.41,0.03,137.80,0.00,142.83,0.02,141.87,0.12
2885,135.62,0.02,138.01,0.02,143.05,0.07,142.09,0.11
2886,135.82,0.02,138.22,0.09,143.27,0.03,142.31,0.08
2887,136.03,0.04,138.43,0.13,143.49,0.02,142.53,0.07
2888,136.24,0.04,138.64,0.06,143.71,0.04,142.75,0.09
2889,136.44,0.03,138.85,0.03,143.94,0.05,142.97,0.07
2890,136.65,0.03,139.06,0.03,144.16,0.05,143.19,0.06
2891,136.86,0.05,139.27,0.01,144.38,0.07,143.41,0.06
2892,137.07,0.05,139.49,0.05,144.60,0.08,143.63,0.08
2893,137.27,0.04,139.70,0.04,144.82,0.12,143.85,0.07
2894,137.48,0.06,139.91,0.02,145.04,0.11,144.07,0.07
2895,137.69,0.06,140.12,0.06,145.26,0.07,144.29,0.09
2896,137.90,0.06,140.33,0.05,145.49,0.09,144.51,0.10
2897,138.11,0.05,140.55,0.06,145.71,0.11,144.73,0.11
2898,138.31,0.07,140.76,0.02,145.93,0.07,144.95,0.10
2899,138.52,0.07,140.97,0.00,146.15,0.07,145.17,0.09
2900,138.73,0.07,141.18,0.02,146.38,0.08,145.39,0.11
2901,138.94,0.06,141.40,0.01,146.60,0.11,145.61,0.11
2902,139.15,0.05,141.61,0.00,146.82,0.06,145.84,0.10
2903,139.36,0.03,141.82,0.01,147.05,0.04,146.06,0.09
2904,139.57,0.04,142.04,0.02,147.27,0.07,146.28,0.09
2905,139.78,0.01,142.25,0.03,147.49,0.10,146.50,0.11
2906,139.99,0.04,142.46,0.02,147.72,0.06,146.72,0.12
2907,140.20,0.02,142.68,0.02,147.94,0.04,146.95,0.13
2908,140.41,0.04,142.89,0.06,148.17,0.09,147.17,0.13
2909,140.62,0.03,143.10,0.06,148.39,0.05,147.39,0.13
2910,140.83,0.00,143.32,0.03,148.61,0.08,147.62,0.13
2911,141.04,0.00,143.53,0.03,148.84,0.04,147.84,0.12
2912,141.25,0.00,143.75,0.02,149.06,0.06,148.06,0.17
2913,141.46,0.00,143.96,0.05,149.29,0.08,148.29,0.14
2914,141.68,0.00,144.18,0.07,149.51,0.11,148.51,0.13
2915,141.89,0.01,144.39,0.13,149.74,0.15,148.73,0.12
2916,142.10,0.03,144.61,0.10,149.96,0.15,148.96,0.12
2917,142.31,0.03,144.82,0.08,150.19,0.12,149.18,0.12
2918,142.52,0.00,145.04,0.08,150.42,0.13,149.41,0.09
2919,142.73,0.00,145.26,0.09,150.64,0.09,149.63,0.10
2920,142.95,0.02,145.47,0.09,150.87,0.07,149.86,0.08
2921,143.16,0.00,145.69,0.07,151.09,0.07,150.08,0.10
2922,143.37,0.00,145.90,0.05,151.32,0.10,150.31,0.06
2923,143.58,0.00,146.12,0.05,151.55,0.06,150.53,0.09
2924,143.80,0.01,146.34,0.05,151.77,0.05,150.76,0.11
2925,144.01,0.02,146.55,0.07,152.00,0.04,150.98,0.12
2926,144.22,0.01,146.77,0.04,152.23,0.03,151.21,0.12
2927,144.44,0.01,146.99,0.03,152.46,0.06,151.43,0.13
2928,144.65,0.02,147.21,0.06,152.68,0.11,151.66,0.13
2929,144.86,0.00,147.42,0.06,152.91,0.09,151.88,0.18
2930,145.08,0.00,147.64,0.02,153.14,0.09,152.11,0.19
2931,145.29,0.00,147.86,0.05,153.37,0.11,152.34,0.14
2932,145.51,0.00,148.08,0.02,153.60,0.17,152.56,0.15
2933,145.72,0.00,148.29,0.05,153.82,0.17,152.79,0.13
2934,145.94,0.02,148.51,0.04,154.05,0.16,153.02,0.12
2935,146.15,0.01,148.73,0.03,154.28,0.13,153.24,0.10
2936,146.37,0.01,148.95,0.01,154.51,0.13,153.47,0.10
2937,146.58,0.01,149.17,0.03,154.74,0.15,153.70,0.08
2938,146.80,0.03,149.39,0.05,154.97,0.15,153.93,0.09
2939,147.01,0.05,149.61,0.06,155.20,0.11,154.15,0.07
2940,147.23,0.06,149.82,0.03,155.43,0.09,154.38,0.06
2941,147.44,0.06,150.04,0.06,155.66,0.09,154.61,0.07
2942,147.66,0.05,150.26,0.11,155.88,0.12,154.84,0.15
2943,147.87,0.04,150.48,0.15,156.11,0.08,155.07,0.12
2944,148.09,0.05,150.70,0.10,156.34,0.11,155.30,0.09
2945,148.31,0.04,150.92,0.05,156.57,0.08,155.52,0.09
2946,148.52,0.06,151.14,0.06,156.81,0.10,155.75,0.12
2947,148.74,0.07,151.36,0.05,157.04,0.06,155.98,0.12
2948,148.96,0.07,151.58,0.08,157.27,0.04,156.21,0.12
2949,149.17,0.06,151.80,0.07,157.50,0.02,156.44,0.12
2950,149.39,0.02,152.02,0.08,157.73,0.04,156.67,0.13
2951,149.61,0.05,152.25,0.07,157.96,0.05,156.90,0.13
2952,149.82,0.05,152.47,0.08,158.19,0.06,157.13,0.12
2953,150.04,0.05,152.69,0.06,158.42,0.08,157.36,0.11
2954,150.26,0.04,152.91,0.04,158.65,0.13,157.59,0.08
2955,150.48,0.03,153.13,0.03,158.89,0.12,157.82,0.08
2956,150.69,0.00,153.35,0.03,159.12,0.15,158.05,0.07
2957,150.91,0.00,153.57,0.03,159.35,0.13,158.28,0.08
2958,151.13,0.03,153.80,0.03,159.58,0.16,158.51,0.11
2959,151.35,0.02,154.02,0.03,159.81,0.14,158.74,0.11
2960,151.57,0.04,154.24,0.02,160.05,0.19,158.97,0.15
2961,151.79,0.04,154.46,0.04,160.28,0.14,159.20,0.20
2962,152.01,0.02,154.68,0.10,160.51,0.15,159.44,0.21
2963,152.22,0.02,154.91,0.04,160.74,0.12,159.67,0.18
2964,152.44,0.04,155.13,0.02,160.98,0.13,159.90,0.16
2965,152.66,0.04,155.35,0.03,161.21,0.17,160.13,0.18
2966,152.88,0.06,155.58,0.05,161.44,0.16,160.36,0.24
2967,153.10,0.06,155.80,0.07,161.68,0.22,160.59,0.24
2968,153.32,0.06,156.02,0.05,161.91,0.22,160.83,0.19
2969,153.54,0.05,156.25,0.07,162.14,0.23,161.06,0.18
2970,153.76,0.01,156.47,0.06,162.38,0.19,161.29,0.18
2971,153.98,0.00,156.69,0.07,162.61,0.15,161.52,0.18
2972,154.20,0.00,156.92,0.04,162.85,0.17,161.76,0.21
2973,154.42,0.01,157.14,0.03,163.08,0.12,161.99,0.18
2974,154.64,0.04,157.37,0.05,163.32,0.10,162.22,0.21
