TrID,TrayNotes,TrayTypeName,Position,PlantID,PlantName,PlantNotes
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,B2,2783,72:55x18_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,B3,2624,19:125x117_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,B4,2825,86:Cvi-1_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,B5,2678,37:156x106_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,C1,2696,43:168x22_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,C2,2735,56:24x171_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,C3,2729,54:192x189_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,C4,2774,69:51x111_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,C5,2789,74:6x131_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,D1,2621,18:122x42_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,D2,2690,41:16x7_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,D3,2822,85:Stn8-1_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,D4,2801,78:ler self_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00001,0,standard,D5,2723,52:190x176_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,A1,2810,81:lerxcvi_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,A2,2579,4:10x26_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,A3,2753,62:44x50_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,A4,2714,49:187x69_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,A5,2693,42:166x25_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,B1,2804,79:ler_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,B2,2642,25:136x102_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,B3,2654,29:146x64_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,B4,2591,8:107x121_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,B5,2828,87:135x142_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,C1,2771,68:5x188_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,C2,2777,70:51x18_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,C3,2684,39:16x4_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,C4,2807,80:cvixler_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,C5,2606,13:112x30_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,D1,2756,63:45x23_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,D2,2708,47:180x157_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,D3,2720,51:19x67_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,D4,2570,1:Col-0_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00002,0,standard,D5,2672,35:153x108_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,A1,2585,6:LL-1_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,A2,2816,83:npq4_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,A3,2747,60:38x35_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,A4,2702,45:171x143_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,A5,2636,23:134x29_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,B1,2610,14:115x12_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,B2,2823,85:Stn8-1_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,B3,2607,13:112x30_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,B4,2619,17:12x142_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,B5,2652,28:14x4_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,C1,2670,34:152x42_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,C2,2640,24:135x10_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,C3,2811,81:lerxcvi_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,C4,2628,20:128x6_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,C5,2733,55:20x138_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,D1,2766,66:49x158_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,D2,2808,80:cvixler_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,D3,2601,11:114x3_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,D4,2754,62:44x50_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00003,0,standard,D5,2622,18:122x42_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,A1,2781,71:54x183_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,A2,2598,10:109x48_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,A3,2802,78:ler self_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,A4,2712,48:186x27_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,A5,2631,21:129x132_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,B1,2655,29:146x64_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,B2,2679,37:156x106_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,B3,2769,67:5x172_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,B4,2817,83:npq4_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,B5,2742,58:26x74_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,C1,2676,36:153x20_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,C2,2757,63:45x23_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,C3,2664,32:149x165_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,C4,2796,76:63x151_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,C5,2730,54:192x189_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,D1,2736,56:24x171_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,D2,2616,16:118x164_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,D3,2646,26:165x137_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,D4,2805,79:ler_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00004,0,standard,D5,2715,49:187x69_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,A1,2571,1:Col-0_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,A2,2745,59:33x58_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,A3,2661,31:147x69_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,A4,2793,75:61x162_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,A5,2838,90:Spare3_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,B1,2832,88:Spare1_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,B2,2760,64:46x29_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,B3,2751,61:39x27_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,B4,2673,35:153x108_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,B5,2784,72:55x18_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,C1,2644,25:136x102_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,C2,2686,39:16x4_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,C3,2623,18:122x42_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,C4,2752,61:39x27_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,C5,2797,76:63x151_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,D1,2731,54:192x189_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,D2,2695,42:166x25_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,D3,2701,44:17x21_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,D4,2779,70:51x18_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00005,0,standard,D5,2803,78:ler self_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,A1,2725,52:190x176_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,A2,2593,8:107x121_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,A3,2821,84:pgr5_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,A4,2758,63:45x23_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,A5,2788,73:59x116_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,B1,2704,45:171x143_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,B2,2734,55:20x138_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,B3,2605,12:110x32_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,B4,2590,7:145x105_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,B5,2710,47:180x157_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,C1,2614,15:118x108_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,C2,2839,90:Spare3_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,C3,2581,4:10x26_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,C4,2626,19:125x117_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,C5,2578,3:1x146_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,D1,2659,30:147x50_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,D2,2647,26:165x137_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,D3,2599,10:109x48_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,D4,2653,28:14x4_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00006,0,standard,D5,2656,29:146x64_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,A1,2770,67:5x172_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,A2,2620,17:12x142_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,A3,2575,2:cvi self_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,A4,2830,87:135x142_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,A5,2689,40:16x66_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,B1,2713,48:186x27_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,B2,2767,66:49x158_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,B3,2638,23:134x29_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,B4,2668,33:150x37_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,B5,2812,81:lerxcvi_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,C1,2815,82:npq1_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,C2,2635,22:133x35_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,C3,2572,1:Col-0_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,C4,2800,77:8x61_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00007,0,standard,C5,2617,16:118x164_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,A1,2597,10:109x48_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,A2,2666,33:150x37_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,A3,2768,67:5x172_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,A4,2576,3:1x146_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,A5,2837,90:Spare3_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,B1,2594,9:18x109_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,B2,2786,73:59x116_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,B3,2573,2:cvi self_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,B4,2675,36:153x20_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,B5,2711,48:186x27_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,C1,2750,61:39x27_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,C2,2792,75:61x162_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,C3,2765,66:49x158_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,C4,2819,84:pgr5_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,C5,2615,16:118x164_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,D1,2627,20:128x6_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,D2,2645,26:165x137_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,D3,2582,5:101x176_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,D4,2798,77:8x61_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00008,0,standard,D5,2738,57:15x9_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,A1,2609,14:115x12_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,A2,2744,59:33x58_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,A3,2648,27:139x36_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,A4,2657,30:147x50_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,A5,2588,7:145x105_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,B1,2762,65:48x160_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,B2,2630,21:129x132_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,B3,2759,64:46x29_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,B4,2660,31:147x69_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,B5,2699,44:17x21_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,C1,2813,82:npq1_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,C2,2603,12:110x32_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,C3,2795,76:63x151_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,C4,2618,17:12x142_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,C5,2669,34:152x42_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,D1,2732,55:20x138_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,D2,2612,15:118x108_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,D3,2834,89:Spare2_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,D4,2741,58:26x74_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00009,0,standard,D5,2717,50:19x173_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,A1,2687,40:16x66_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,A2,2831,88:Spare1_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,A3,2651,28:14x4_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,A4,2639,24:135x10_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,A5,2600,11:114x3_R1,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,B1,2682,38:119x60_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,B2,2697,43:168x22_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,B3,2787,73:59x116_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,B4,2700,44:17x21_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,B5,2613,15:118x108_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,C1,2790,74:6x131_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,C2,2643,25:136x102_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,C3,2718,50:19x173_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,C4,2667,33:150x37_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,C5,2574,2:cvi self_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,D1,2658,30:147x50_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,D2,2595,9:18x109_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,D3,2829,87:135x142_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,D4,2709,47:180x157_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00010,0,standard,D5,2727,53:191x31_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,A1,2586,6:LL-1_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,A2,2721,51:19x67_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,A3,2685,39:16x4_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,A4,2649,27:139x36_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,A5,2820,84:pgr5_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,B1,2592,8:107x121_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,B2,2589,7:145x105_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,B3,2799,77:8x61_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,B4,2775,69:51x111_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,B5,2691,41:16x7_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,C1,2604,12:110x32_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,C2,2826,86:Cvi-1_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,C3,2580,4:10x26_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,C4,2724,52:190x176_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,C5,2688,40:16x66_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,D1,2835,89:Spare2_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,D2,2637,23:134x29_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,D3,2706,46:174x34_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,D4,2814,82:npq1_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00011,0,standard,D5,2625,19:125x117_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,A1,2778,70:51x18_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,A2,2583,5:101x176_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,A3,2763,65:48x160_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,A4,2748,60:38x35_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,A5,2772,68:5x188_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,B1,2739,57:15x9_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,B2,2577,3:1x146_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,B3,2703,45:171x143_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,B4,2634,22:133x35_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,B5,2694,42:166x25_R2,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,C1,2749,60:38x35_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,C2,2836,89:Spare2_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,C3,2728,53:191x31_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,C4,2611,14:115x12_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,C5,2680,37:156x106_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,D1,2818,83:npq4_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,D2,2641,24:135x10_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,D3,2596,9:18x109_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,D4,2707,46:174x34_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00012,0,standard,D5,2650,27:139x36_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,A1,2584,5:101x176_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,A2,2785,72:55x18_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,A3,2671,34:152x42_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,A4,2602,11:114x3_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,A5,2716,49:187x69_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,B1,2806,79:ler_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,B2,2782,71:54x183_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,B3,2824,85:Stn8-1_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,B4,2794,75:61x162_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,B5,2662,31:147x69_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,C1,2608,13:112x30_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,C2,2776,69:51x111_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,C3,2587,6:LL-1_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,C4,2761,64:46x29_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,C5,2629,20:128x6_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,D1,2719,50:19x173_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,D2,2773,68:5x188_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,D3,2674,35:153x108_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,D4,2827,86:Cvi-1_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00013,0,standard,D5,2698,43:168x22_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,A1,2677,36:153x20_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,A2,2740,57:15x9_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,A3,2746,59:33x58_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,A4,2722,51:19x67_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,A5,2737,56:24x171_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,B1,2809,80:cvixler_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,B2,2764,65:48x160_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,B3,2743,58:26x74_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,B4,2692,41:16x7_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,B5,2683,38:119x60_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,C1,2632,21:129x132_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,C2,2755,62:44x50_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,C3,2665,32:149x165_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,C4,2791,74:6x131_R3,0
Pr#2013-0012_Exp#0002_Ath_Tr#00014,0,standard,C5,2833,88:Spare1_R3,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,A1,3071,78:ler self_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,A2,2963,42:166x25_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,A3,2912,25:136x102_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,A4,3092,85:Stn8-1_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,A5,2945,36:153x20_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,B1,3059,74:6x131_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,B2,2933,32:149x165_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,B3,3101,88:Spare1_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,B4,2999,54:192x189_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,B5,2936,33:150x37_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,C1,3083,82:npq1_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,C2,2957,40:16x66_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,C3,2852,5:101x176_R1,0
Pr#2013-0012_Exp#0003_Ath_Tr#00001,0,standard,C4,3035,66:49x158_R1,0
